start_time,end_time,location,type,place
1352925760,1352925762,3,3,3
1352925772,1352925775,3,3,4
1352925846,1352925849,3,3,4
1352925859,1352925861,3,3,3
1352925864,1352925875,6,0,3
1352925931,1352925937,4,2,3
1352925949,1352925952,4,2,3
1352926025,1352926028,3,3,3
1352926035,1352926038,3,3,4
1352926103,1352927625,7,4,4
1352927663,1352927666,3,3,4
1352927677,1352927681,3,3,3
1352927747,1352927765,4,2,3
1352927865,1352927867,3,3,3
1352927915,1352927919,3,3,4
1352927964,1352930715,7,4,4
1352930774,1352930776,3,3,4
1352930853,1352930856,3,3,1
1352931091,1352931097,3,3,1
1352931120,1352931123,3,3,3
1352931131,1352931134,3,3,3
1352931153,1352931157,3,3,4
1352931197,1352934321,7,4,4
1352934399,1352934405,3,3,4
1352934440,1352934448,0,3,0
1352934557,1352934605,9,1,0
1352934582,1352934610,0,3,0
1352934624,1352934629,3,3,1
1352934656,1352936340,1,4,1
1352936396,1352936400,3,3,1
1352936408,1352936414,3,3,1
1352936450,1352936572,1,4,1
1352936596,1352936599,3,3,1
1352936620,1352936629,3,3,4
1352936642,1352940853,7,4,4
1352940871,1352940878,3,3,4
1352940927,1352940929,3,3,1
1352940944,1352961887,1,4,1
1352961967,1352961970,3,3,1
1352962331,1352962372,9,1,0
1352962406,1352962409,3,3,1
1352962426,1352968402,1,4,1
1352968471,1352968476,3,3,1
1352968580,1352968583,3,3,4
1352968635,1352968638,3,3,4
1352968653,1352968657,3,3,3
1352968923,1352968941,4,2,3
1352968950,1352969046,6,0,3
1352969232,1352969236,3,3,3
1352969263,1352969266,3,3,4
1352969285,1352969288,3,3,4
1352969572,1352969577,0,3,0
1352969515,1352969590,9,1,0
1352969598,1352969601,3,3,1
1352969623,1352969626,3,3,1
1352969628,1352969813,0,3,0
1352969898,1352970293,8,3,0
1352970327,1352970445,0,3,0
1352970496,1352970500,3,3,1
1352970650,1352970651,3,3,1
1352970668,1352970674,3,3,3
1352970982,1352970984,3,3,3
1352971024,1352971028,3,3,1
1352971241,1352971245,3,3,1
1352971425,1352971429,3,3,4
1352971601,1352974790,7,4,4
1352974937,1352974940,3,3,4
1352975393,1352975397,3,3,1
1352975934,1352975954,3,3,1
1352976153,1352976176,5,2,2
1352980950,1352980958,5,2,2
1352980974,1352980976,3,3,3
1352980984,1352980987,3,3,3
1352980996,1352980998,3,3,4
1352981168,1352981171,3,3,4
1352981182,1352981185,3,3,3
1352981223,1352981225,3,3,3
1352981230,1352981233,3,3,4
1352981396,1352985630,7,4,4
1352985762,1352985765,3,3,4
1352985775,1352985780,3,3,3
1352986442,1352986445,3,3,3
1352986457,1352986460,3,3,4
1352986887,1352986891,3,3,4
1352986903,1352986905,3,3,3
1352987353,1352987356,2,2,3
1352987381,1352987385,3,3,3
1352987394,1352987397,3,3,4
1352988245,1352988250,3,3,4
1352988258,1352988260,3,3,3
1352989449,1352989452,4,2,3
1352990060,1352990063,3,3,3
1352990148,1352990151,3,3,4
1352990469,1352990471,3,3,4
1352990531,1352990534,3,3,3
1352990563,1352990568,4,2,3
1352990599,1352990602,3,3,3
1352990604,1352990606,3,3,4
1352990728,1352990732,3,3,4
1352990911,1352990984,9,1,0
1352990933,1352990994,0,3,0
1352991021,1352991025,3,3,4
1352991245,1352991249,3,3,4
1352991261,1352991272,5,2,2
1353006650,1353006657,5,2,2
1353006686,1353006688,3,3,4
1353006961,1353006964,3,3,4
1353006976,1353006978,3,3,3
1353007032,1353007036,3,3,3
1353007050,1353007054,3,3,4
1353013617,1353013619,3,3,4
1353013646,1353013649,3,3,3
1353014547,1353014549,3,3,3
1353014561,1353014564,3,3,4
1353014762,1353014764,3,3,4
1353014774,1353014776,3,3,3
1353014887,1353014897,2,2,3
1353014799,1353015040,6,0,3
1353015044,1353015048,3,3,3
1353015057,1353015060,3,3,4
1353023311,1353023315,3,3,4
1353023326,1353023329,3,3,3
1353023431,1353023434,3,3,3
1353023450,1353023455,3,3,4
1353023471,1353023474,3,3,4
1353023499,1353023672,0,3,0
1353023705,1353023712,0,3,0
1353023674,1353023717,9,1,0
1353023723,1353023725,3,3,4
1353023876,1353023879,3,3,4
1353023883,1353023885,3,3,1
1353023945,1353058586,1,4,1
1353058675,1353058678,3,3,1
1353058680,1353058683,3,3,4
1353058730,1353058733,3,3,4
1353058754,1353058758,3,3,3
1353058809,1353058811,4,2,3
1353058879,1353058933,6,0,3
1353059576,1353059578,3,3,3
1353060226,1353060416,8,3,0
1353060564,1353060757,0,3,0
1353060955,1353061066,0,3,0
1353061349,1353061353,3,3,1
1353062350,1353062356,3,3,1
1353062411,1353062873,0,3,0
1353062899,1353062902,3,3,4
1353064150,1353064152,3,3,4
1353064172,1353064173,3,3,3
1353064176,1353064182,4,2,3
1353064195,1353064197,3,3,3
1353064206,1353064212,5,2,2
1353066823,1353066829,5,2,2
1353066943,1353066947,3,3,1
1353066978,1353066980,3,3,1
1353066988,1353066991,3,3,4
1353067073,1353070311,7,4,4
1353070328,1353070332,3,3,4
1353070355,1353070359,3,3,3
1353071511,1353071515,3,3,3
1353071524,1353071529,3,3,4
1353071940,1353071945,3,3,4
1353071953,1353071956,3,3,3
1353072040,1353072047,2,2,3
1353072115,1353072119,3,3,3
1353072128,1353072131,3,3,4
1353072368,1353072371,3,3,4
1353072379,1353072382,3,3,3
1353072518,1353072521,3,3,3
1353072529,1353072533,3,3,4
1353073683,1353073686,3,3,4
1353073696,1353073699,3,3,3
1353073778,1353073780,3,3,3
1353073790,1353073793,3,3,4
1353074059,1353074062,3,3,4
1353074071,1353074097,3,3,3
1353074153,1353074155,3,3,3
1353074728,1353074816,9,1,0
1353074826,1353074840,3,3,1
1353074946,1353074960,3,3,1
1353075021,1353075025,3,3,4
1353075383,1353075385,3,3,4
1353075455,1353075462,5,2,2
1353085438,1353085443,5,2,2
1353085459,1353085463,3,3,4
1353085478,1353085481,3,3,4
1353085749,1353085806,9,1,0
1353085854,1353085857,3,3,4
1353085896,1353085899,3,3,4
1353085910,1353085915,3,3,3
1353086078,1353086089,4,2,3
1353086072,1353086172,6,0,3
1353086185,1353086188,3,3,3
1353086216,1353086219,3,3,4
1353086291,1353093419,7,4,4
1353093435,1353093438,3,3,4
1353093450,1353093458,3,3,3
1353093475,1353093477,3,3,3
1353093553,1353093557,3,3,4
1353093924,1353094440,7,4,4
1353094446,1353094449,3,3,4
1353094460,1353094464,3,3,3
1353094477,1353094479,3,3,3
1353094493,1353094496,3,3,4
1353094502,1353098269,7,4,4
1353098295,1353098300,3,3,4
1353099757,1353099760,3,3,4
1353099817,1353099819,3,3,4
1353100215,1353100241,0,3,0
1353100308,1353100311,3,3,4
1353100682,1353100684,3,3,4
1353100721,1353100732,5,2,2
1353115190,1353115196,5,2,2
1353115247,1353115256,3,3,1
1353115330,1353115332,3,3,1
1353115364,1353115367,3,3,4
1353115476,1353115478,3,3,4
1353115595,1353115782,0,3,0
1353115865,1353115920,9,1,0
1353115885,1353116031,0,3,0
1353116071,1353116075,3,3,1
1353116166,1353141927,1,4,1
1353141991,1353141996,3,3,1
1353142337,1353142402,9,1,0
1353142555,1353142558,3,3,4
1353142645,1353142648,3,3,4
1353142658,1353142662,3,3,3
1353142721,1353142727,4,2,3
1353142742,1353142745,4,2,3
1353142766,1353142856,6,0,3
1353143034,1353143038,3,3,3
1353143248,1353143251,3,3,1
1353143852,1353143854,3,3,1
1353143886,1353144067,8,3,0
1353144087,1353144332,0,3,0
1353144553,1353144863,0,3,0
1353144953,1353144957,3,3,1
1353144962,1353144964,3,3,1
1353145126,1353145323,0,3,0
1353145401,1353145404,3,3,1
1353145453,1353145456,3,3,1
1353145639,1353145647,5,2,2
1353150888,1353150895,5,2,2
1353150925,1353150943,3,3,4
1353151174,1353151177,3,3,4
1353151185,1353151189,3,3,1
1353151583,1353151587,3,3,1
1353151637,1353151641,3,3,1
1353152017,1353152019,3,3,1
1353152158,1353152628,0,3,0
1353152641,1353152651,3,3,1
1353152688,1353152692,3,3,1
1353152724,1353152727,3,3,4
1353152748,1353157626,7,4,4
1353157705,1353157708,3,3,4
1353157717,1353157722,3,3,3
1353157732,1353157734,3,3,3
1353157744,1353157747,3,3,4
1353157853,1353159110,7,4,4
1353159115,1353159118,3,3,4
1353159128,1353159134,3,3,4
1353159490,1353159493,3,3,4
1353159602,1353159651,3,3,1
1353159664,1353159703,3,3,1
1353159733,1353159736,5,2,2
1353165848,1353165853,5,2,2
1353165885,1353165888,3,3,1
1353165927,1353165940,3,3,1
1353166226,1353166235,0,3,0
1353166254,1353166257,3,3,4
1353166216,1353166272,9,1,0
1353166321,1353166324,3,3,4
1353166331,1353166334,3,3,3
1353166352,1353166355,3,3,3
1353166365,1353166368,3,3,4
1353166398,1353169658,7,4,4
1353169733,1353169735,3,3,4
1353169827,1353169830,3,3,3
1353169848,1353169850,3,3,3
1353169863,1353169866,3,3,4
1353170106,1353170110,3,3,4
1353170119,1353170123,3,3,1
1353170206,1353170208,3,3,1
1353170370,1353170374,3,3,4
1353171634,1353171637,3,3,4
1353173870,1353173873,3,3,4
1353175254,1353175258,3,3,4
1353175267,1353175269,3,3,3
1353175281,1353175290,3,3,3
1353175298,1353175301,3,3,4
1353175331,1353177451,7,4,4
1353177565,1353177568,3,3,4
1353177582,1353177585,3,3,3
1353177692,1353177695,3,3,3
1353177712,1353177715,3,3,4
1353177795,1353180355,7,4,4
1353180386,1353180389,3,3,4
1353180401,1353180410,3,3,3
1353180414,1353180461,6,0,3
1353180471,1353180478,3,3,3
1353180488,1353180492,3,3,4
1353180655,1353180658,3,3,4
1353180667,1353180671,3,3,3
1353180675,1353180682,6,0,3
1353180687,1353180693,3,3,3
1353180721,1353180724,3,3,4
1353180842,1353180845,3,3,4
1353180940,1353180944,3,3,1
1353181021,1353181026,3,3,1
1353181078,1353181079,3,3,4
1353181426,1353181429,3,3,4
1353181475,1353181544,9,1,0
1353181560,1353181588,0,3,0
1353181601,1353181602,3,3,1
1353181613,1353181617,3,3,1
1353181670,1353181673,3,3,4
1353181810,1353181814,3,3,4
1353181817,1353181821,3,3,1
1353181831,1353181835,3,3,1
1353181841,1353181844,3,3,4
1353182029,1353182032,3,3,4
1353182056,1353182117,0,3,0
1353182164,1353182167,3,3,4
1353183536,1353183539,3,3,4
1353183547,1353183556,5,2,2
1353195077,1353195080,5,2,2
1353195126,1353195136,3,3,1
1353195310,1353195314,3,3,1
1353195561,1353195564,3,3,4
1353195624,1353198804,7,4,4
1353198846,1353198849,3,3,4
1353199152,1353199159,3,3,1
1353199218,1353225393,1,4,1
1353225458,1353225462,3,3,1
1353225465,1353225469,3,3,4
1353225536,1353225542,3,3,4
1353225553,1353225556,3,3,3
1353225582,1353225584,3,3,3
1353225911,1353225973,9,1,0
1353226045,1353226048,3,3,3
1353226165,1353226170,4,2,3
1353226185,1353226278,6,0,3
1353226340,1353226342,4,2,3
1353226473,1353226475,3,3,3
1353226796,1353226799,3,3,1
1353226840,1353226844,3,3,1
1353226864,1353226866,3,3,3
1353226868,1353226870,3,3,3
1353226931,1353227388,8,3,0
1353227421,1353227989,0,3,0
1353228078,1353228295,0,3,0
1353228451,1353228453,3,3,1
1353228813,1353228815,3,3,1
1353229168,1353229171,5,2,2
1353229609,1353229614,5,2,2
1353229658,1353229661,3,3,1
1353229698,1353229700,3,3,1
1353229748,1353229751,3,3,3
1353230623,1353230626,3,3,3
1353230658,1353230661,3,3,1
1353231052,1353231055,3,3,1
1353231060,1353231062,3,3,4
1353231200,1353231204,3,3,4
1353231399,1353231402,3,3,4
1353231453,1353232137,7,4,4
1353232138,1353232141,3,3,4
1353232384,1353232386,5,2,2
1353245648,1353245652,5,2,2
1353245658,1353245660,3,3,4
1353245865,1353245868,3,3,4
1353245926,1353245929,3,3,3
1353246595,1353246597,3,3,3
1353246605,1353246608,3,3,4
1353246629,1353246632,3,3,4
1353246649,1353246652,3,3,3
1353246664,1353246674,2,2,3
1353246920,1353246924,3,3,3
1353246934,1353246937,3,3,4
1353246968,1353246971,3,3,4
1353246980,1353246986,3,3,3
1353247059,1353247062,3,3,3
1353247074,1353247078,3,3,4
1353250470,1353250473,3,3,4
1353250482,1353250486,3,3,3
1353250626,1353250627,3,3,3
1353250628,1353250631,3,3,4
1353250728,1353250733,3,3,4
1353250742,1353250746,3,3,3
1353253905,1353253911,3,3,3
1353253921,1353253925,3,3,4
1353255269,1353255272,3,3,4
1353255282,1353255285,3,3,3
1353255605,1353255607,3,3,3
1353255955,1353256020,9,1,0
1353255976,1353256251,0,3,0
1353256261,1353256263,3,3,4
1353257067,1353257069,3,3,4
1353257073,1353257119,0,3,0
1353257133,1353257136,3,3,4
1353257177,1353259442,7,4,4
1353259514,1353259517,3,3,4
1353259529,1353259531,3,3,3
1353259778,1353259782,3,3,3
1353259791,1353259797,3,3,4
1353259819,1353259821,3,3,4
1353259829,1353259833,3,3,3
1353259927,1353259934,3,3,3
1353259942,1353259945,3,3,4
1353259963,1353260853,7,4,4
1353260857,1353260860,3,3,4
1353260970,1353260974,3,3,4
1353261244,1353263977,7,4,4
1353264006,1353264009,3,3,4
1353264019,1353264026,3,3,3
1353264286,1353264292,3,3,3
1353264591,1353264594,3,3,4
1353264767,1353264769,3,3,4
1353264805,1353264813,5,2,2
1353273816,1353273823,5,2,2
1353273841,1353273843,3,3,3
1353273862,1353273868,4,2,3
1353273905,1353273909,4,2,3
1353273963,1353273965,3,3,3
1353273979,1353273982,3,3,4
1353273990,1353273993,3,3,4
1353274010,1353274019,3,3,1
1353274146,1353274149,3,3,1
1353274232,1353274471,0,3,0
1353274846,1353274971,0,3,0
1353275017,1353275020,3,3,4
1353276021,1353276024,3,3,4
1353276036,1353276042,3,3,3
1353276160,1353276164,3,3,3
1353276172,1353276175,3,3,4
1353276189,1353276191,3,3,4
1353276196,1353276198,0,3,0
1353276203,1353276206,3,3,4
1353276266,1353276269,3,3,4
1353276280,1353276282,3,3,3
1353276059,1353276288,6,0,3
1353276314,1353276316,3,3,3
1353276321,1353276324,3,3,4
1353276374,1353280020,7,4,4
1353280130,1353280133,3,3,4
1353280144,1353280149,3,3,3
1353280206,1353280209,3,3,3
1353280322,1353280363,9,1,0
1353280374,1353280378,3,3,1
1353280452,1353316066,1,4,1
1353316186,1353316193,3,3,1
1353316270,1353316340,9,1,0
1353316403,1353316407,3,3,3
1353316441,1353316445,4,2,3
1353316470,1353316474,4,2,3
1353316491,1353316632,6,0,3
1353317070,1353317088,4,2,3
1353317100,1353317103,3,3,3
1353317114,1353317128,3,3,4
1353317603,1353317606,3,3,4
1353317617,1353317621,3,3,3
1353317637,1353317639,3,3,3
1353317654,1353317657,3,3,4
1353317768,1353320844,7,4,4
1353320861,1353320866,3,3,4
1353320919,1353320926,3,3,3
1353321016,1353321018,3,3,3
1353321040,1353321043,3,3,4
1353321217,1353321220,3,3,4
1353321288,1353321293,3,3,1
1353321496,1353321497,3,3,1
1353321503,1353321507,3,3,4
1353321514,1353321517,3,3,4
1353321532,1353321536,3,3,3
1353321555,1353321557,3,3,3
1353321571,1353321573,3,3,1
1353321773,1353321775,3,3,1
1353321780,1353321783,3,3,4
1353321789,1353321792,3,3,4
1353322141,1353322146,3,3,3
1353322160,1353322162,3,3,3
1353322293,1353322375,0,3,0
1353322743,1353322901,0,3,0
1353323073,1353323489,8,3,0
1353323671,1353323725,9,1,0
1353323877,1353323896,0,3,0
1353324271,1353324274,3,3,4
1353324555,1353324558,3,3,4
1353324585,1353324810,0,3,0
1353324992,1353324997,3,3,1
1353325081,1353325083,3,3,1
1353325152,1353325155,3,3,4
1353325209,1353325211,3,3,4
1353325219,1353325223,3,3,3
1353325250,1353325252,3,3,3
1353325263,1353325266,3,3,4
1353325359,1353331564,7,4,4
1353331621,1353331623,3,3,4
1353331628,1353331651,0,3,0
1353331666,1353331669,3,3,4
1353331699,1353331701,3,3,4
1353331767,1353331768,0,3,0
1353331812,1353331822,3,3,1
1353331762,1353331826,9,1,0
1353331857,1353331859,3,3,1
1353331904,1353331907,5,2,2
1353336749,1353336753,5,2,2
1353336753,1353336755,3,3,4
1353336845,1353336848,3,3,4
1353336853,1353336855,3,3,4
1353336851,1353336891,9,1,0
1353336922,1353336924,3,3,4
1353336928,1353336932,3,3,3
1353336950,1353336952,4,2,3
